Node,PR
C1635274,9.26E-06
C1636204,5.50E-06
C1637837,7.55E-06
C1638311,5.45E-06
C1640363,3.03E-05
C1640380,1.44E-05
C1640866,7.52E-06
C1641393,5.93E-05
C1642385,8.70E-06
C1642596,7.58E-06
C1644952,1.17E-05
C1645422,6.10E-06
C1646817,8.57E-05
C1647891,5.80E-06
C1648353,5.76E-06
C1648762,5.67E-06
C1651250,7.61E-06
C1654608,9.57E-06
C1654769,8.92E-06
C1654934,7.00E-05
C1655202,8.17E-06
C1655270,1.36E-05
C1655731,7.03E-06
C1655737,1.16E-05
C1655807,1.45E-05
C1655924,6.36E-06
C1656184,5.59E-06
C1656251,8.40E-06
C1656259,7.40E-06
C1656373,7.95E-06
C1656379,9.58E-06
C1656427,9.19E-06
C1656555,9.05E-06
C1656559,5.52E-06
C1656590,9.49E-06
C1656970,1.50E-05
C1656972,1.10E-05
C1656976,6.04E-06
C1657306,1.41E-05
C1657731,6.61E-06
C1657765,5.44E-06
C1657987,1.77E-05
C1658042,5.64E-06
C1658143,9.57E-06
C1658578,7.51E-06
C1658953,1.37E-05
C1658974,2.91E-05
C1659098,2.48E-05
C1659119,6.35E-06
C1659427,4.65E-05
C1659441,7.71E-06
C1659461,7.23E-06
C1659465,7.47E-06
C1659543,8.54E-06
C1659749,1.26E-05
C1659989,2.03E-05
C1660228,5.66E-06
C1660599,5.97E-06
C1660642,9.10E-06
C1660749,5.97E-06
C1660771,1.29E-05
C1662975,5.54E-06
C1662997,5.63E-06
C1664976,6.46E-06
C1666335,7.74E-06
C1666458,8.75E-06
C1666640,5.53E-06
C1667052,9.11E-06
C1667752,4.80E-05
C1667789,6.50E-06
C1668676,5.75E-06
C1671055,1.37E-05
C1672151,6.00E-06
C1672840,2.48E-05
C1674904,5.53E-06
C1675326,1.74E-05
C1675724,9.66E-06
C1676720,1.11E-05
C1676747,5.61E-06
C1676985,3.93E-05
C1677144,5.85E-06
C1677782,6.06E-06
C1678805,1.31E-05
C1679839,7.79E-06
C1682506,7.27E-06
C1685038,2.48E-05
C1688539,5.61E-06
C1688623,6.36E-06
C1689192,2.13E-05
C1689853,5.57E-06
C1689990,6.19E-06
C1690006,6.36E-06
C1690432,1.57E-05
C1690532,8.19E-06
C1690540,5.49E-06
C1690590,1.38E-05
C1691209,6.20E-06
C1691228,6.36E-06
C1691779,2.48E-05
C1692317,7.49E-06
C1692321,1.10E-05
C1696087,5.94E-06
C1696114,5.58E-06
C1696701,5.85E-06
C1696704,9.05E-06
C1696945,1.79E-05
C1697446,1.10E-05
C1697878,7.10E-06
C1698088,5.70E-06
C1698208,5.65E-06
C1698269,9.93E-06
C1698270,5.65E-06
C1698484,1.09E-05
C1698490,6.36E-06
C1698510,9.62E-06
C1698590,1.84E-05
C1698754,1.10E-05
C1699136,5.52E-06
C1699206,6.36E-06
C1699239,7.62E-06
C1699293,8.34E-06
C1699631,5.56E-06
C1699633,0.00011519
C1699800,5.79E-06
C1699801,2.48E-05
C1699861,5.64E-06
C1699926,2.11E-05
C1700035,7.94E-06
C1700419,6.20E-06
C1700695,2.45E-05
C1700874,1.37E-05
C1700887,3.54E-05
C1700928,2.96E-05
C1700929,3.56E-05
C1700970,5.77E-06
C1701032,5.20E-05
C1701084,2.88E-05
C1701452,7.19E-06
C1701550,9.52E-06
C1701777,5.51E-06
C1701790,0.000170344
C1701833,5.96E-06
C1701938,1.32E-05
C1701940,0.000178493
C1702024,7.27E-06
C1702088,3.86E-05
C1702173,5.61E-06
C1702242,7.91E-06
C1702299,1.80E-05
C1702761,5.51E-06
C1702824,5.61E-06
C1703334,5.62E-06
C1704212,2.26E-05
C1704214,6.36E-06
C1704221,2.52E-05
C1704223,2.04E-05
C1704241,0.000112629
C1704247,1.85E-05
C1704257,8.32E-06
C1704258,5.54E-05
C1704259,0.000181831
C1704263,1.99E-05
C1704265,6.00E-06
C1704272,3.83E-05
C1704275,8.37E-06
C1704289,3.29E-05
C1704292,3.23E-05
C1704299,7.75E-06
C1704302,2.13E-05
C1704310,5.74E-06
C1704311,1.38E-05
C1704321,5.74E-06
C1704322,5.71E-06
C1704330,1.69E-05
C1704332,7.01E-06
C1704336,1.04E-05
C1704423,2.48E-05
C1704429,5.62E-06
C1704431,5.57E-06
C1704436,4.83E-05
C1704463,5.64E-06
C1704489,9.97E-06
C1704512,5.52E-06
C1704520,5.53E-06
C1704529,5.64E-06
C1704532,6.84E-05
C1704534,7.30E-06
C1704535,1.43E-05
C1704536,2.77E-05
C1704537,1.11E-05
C1704603,7.24E-06
C1704632,2.77E-05
C1704637,1.50E-05
C1704653,1.04E-05
C1704664,1.40E-05
C1704689,8.04E-06
C1704691,2.77E-05
C1704693,9.44E-06
C1704708,7.30E-06
C1704723,1.52E-05
C1704726,6.08E-05
C1704728,9.38E-06
C1704729,0.000220525
C1704743,2.25E-05
C1704746,1.81E-05
C1704777,7.06E-06
C1704784,4.97E-05
C1704794,1.08E-05
C1704804,2.48E-05
C1704837,6.35E-06
C1704842,1.58E-05
C1704892,5.55E-06
C1704924,7.42E-06
C1704931,5.75E-06
C1705010,1.88E-05
C1705039,5.50E-06
C1705041,5.45E-06
C1705057,5.73E-06
C1705117,6.06E-06
C1705143,5.68E-06
C1705192,4.47E-05
C1705241,2.57E-05
C1705254,6.09E-06
C1705258,5.73E-06
C1705274,5.84E-06
C1705280,1.35E-05
C1705285,2.48E-05
C1705300,7.66E-06
C1705310,7.31E-06
C1705325,5.62E-06
C1705333,5.61E-06
C1705352,5.93E-06
C1705429,7.45E-06
C1705489,5.84E-06
C1705491,5.98E-06
C1705504,0.000120944
C1705519,1.17E-05
C1705543,5.51E-06
C1705576,4.15E-05
C1705586,5.60E-06
C1705590,3.33E-05
C1705592,1.13E-05
C1705598,1.54E-05
C1705607,6.27E-06
C1705631,8.10E-06
C1705686,1.57E-05
C1705701,6.66E-06
C1705714,7.55E-06
C1705779,5.69E-06
C1705791,0.000105328
C1705808,5.76E-06
C1705834,8.20E-06
C1705873,7.88E-06
C1705913,3.24E-05
C1705920,1.55E-05
C1705924,5.50E-06
C1705947,1.80E-05
C1705953,5.66E-06
C1705982,8.02E-05
C1706005,0.000140813
C1706012,1.41E-05
C1706032,5.87E-06
C1706044,0.00013055
C1706062,9.38E-06
C1706063,7.85E-06
C1706077,0.000305526
C1706134,8.26E-06
C1706170,7.85E-06
C1706177,5.80E-06
C1706239,2.50E-05
C1706242,5.84E-06
C1706253,1.31E-05
C1706273,1.11E-05
C1706289,5.30E-05
C1706297,7.47E-06
C1706339,5.67E-06
C1706353,2.31E-05
C1706364,5.66E-06
C1706385,1.72E-05
C1706406,9.11E-06
C1706408,6.08E-06
C1706415,1.46E-05
C1706420,6.41E-06
C1706433,5.59E-06
C1706452,1.07E-05
C1706495,6.14E-06
C1706527,1.06E-05
C1706545,1.55E-05
C1706546,1.10E-05
C1706668,5.75E-06
C1706689,5.61E-06
C1706698,5.71E-06
C1706711,2.14E-05
C1706712,9.49E-06
C1706721,8.45E-06
C1706732,6.36E-06
C1706746,5.63E-06
C1706784,2.64E-05
C1706819,5.80E-06
C1706821,7.65E-06
C1706855,5.61E-06
C1706869,9.52E-06
C1706902,9.94E-06
C1706912,0.000304846
C1706972,5.46E-06
C1706995,5.85E-06
C1707080,9.95E-06
C1707081,7.82E-06
C1707108,1.25E-05
C1707128,6.43E-06
C1707129,6.36E-06
C1707144,6.29E-06
C1707156,2.24E-05
C1707163,1.03E-05
C1707252,6.11E-06
C1707257,5.72E-06
C1707291,5.53E-06
C1707294,1.32E-05
C1707304,2.63E-05
C1707312,1.26E-05
C1707349,1.80E-05
C1707352,7.28E-06
C1707429,2.00E-05
C1707446,6.36E-06
C1707451,1.45E-05
C1707479,1.27E-05
C1707484,7.73E-06
C1707496,0.000127071
C1707501,1.61E-05
C1707510,1.81E-05
C1707513,9.70E-06
C1707516,5.79E-06
C1707539,1.07E-05
C1707597,6.74E-06
C1707635,1.15E-05
C1707686,5.73E-06
C1707735,1.12E-05
C1707743,1.42E-05
C1707758,4.51E-05
C1707759,1.53E-05
C1707811,5.58E-06
C1707866,5.68E-06
C1707879,5.46E-06
C1707883,1.40E-05
C1707887,1.22E-05
C1707903,4.02E-05
C1707931,9.53E-06
C1707934,5.47E-06
C1707937,5.67E-06
C1707958,6.20E-06
C1707995,5.64E-06
C1708010,2.25E-05
C1708012,5.76E-06
C1708050,1.01E-05
C1708063,0.000214524
C1708074,6.36E-06
C1708130,1.32E-05
C1708154,1.69E-05
C1708194,5.86E-06
C1708235,5.59E-06
C1708287,1.37E-05
C1708324,5.85E-06
C1708333,3.23E-05
C1708335,0.000379043
C1708349,5.82E-06
C1708350,6.36E-06
C1708371,5.74E-06
C1708385,9.88E-06
C1708386,6.25E-06
C1708427,7.97E-06
C1708428,5.71E-06
C1708431,1.09E-05
C1708438,1.99E-05
C1708460,5.93E-06
C1708467,7.55E-06
C1708480,3.73E-05
C1708481,2.15E-05
C1708485,6.66E-06
C1708498,5.68E-06
C1708516,7.66E-06
C1708566,7.77E-06
C1708633,2.48E-05
C1708698,5.80E-06
C1708726,6.34E-06
C1708747,6.73E-06
C1708790,8.66E-06
C1708995,5.71E-06
C1709016,1.77E-05
C1709025,5.92E-06
C1709026,6.74E-06
C1709043,5.74E-06
C1709111,7.74E-06
C1709157,8.91E-05
C1709216,1.46E-05
C1709228,7.52E-06
C1709246,2.33E-05
C1709309,6.06E-06
C1709320,7.95E-06
C1709323,8.53E-06
C1709380,6.36E-06
C1709402,9.34E-06
C1709448,8.31E-06
C1709449,1.49E-05
C1709456,5.87E-06
C1709461,2.67E-05
C1709488,7.38E-06
C1709527,7.65E-06
C1709545,1.37E-05
C1709573,5.75E-06
C1709595,8.96E-06
C1709599,1.60E-05
C1709603,1.70E-05
C1709627,0.000138456
C1709628,5.91E-06
C1709631,9.54E-06
C1709639,5.68E-06
C1709661,5.90E-06
C1709679,8.37E-06
C1709696,4.26E-05
C1709698,1.11E-05
C1709707,2.08E-05
C1709708,1.61E-05
C1709709,6.07E-05
C1709768,5.56E-06
C1709770,3.13E-05
C1709771,5.72E-06
C1709793,1.06E-05
C1709795,6.36E-06
C1709815,2.48E-05
C1709820,8.00E-05
C1709827,7.36E-06
C1709846,0.000366213
C1709854,0.000386255
C1709880,5.85E-06
C1709883,6.36E-06
C1709924,1.07E-05
C1709939,7.17E-06
C1710038,3.36E-05
C1710055,1.70E-05
C1710082,5.54E-06
C1710089,1.15E-05
C1710191,1.09E-05
C1710226,5.92E-06
C1710276,7.72E-06
C1710291,5.61E-06
C1710304,3.01E-05
C1710348,1.13E-05
C1710360,1.59E-05
C1710378,9.84E-06
C1710422,1.04E-05
C1710423,7.17E-06
C1710470,1.01E-05
C1710492,9.44E-05
C1710542,6.36E-06
C1710544,5.72E-06
C1710572,5.56E-06
C1710602,1.13E-05
C1710604,5.64E-06
C1710621,2.48E-05
C1710625,9.98E-06
C1710632,6.36E-06
C1710701,1.52E-05
C1710706,9.05E-06
C1711164,1.30E-05
C1711172,6.71E-06
C1711178,0.000114816
C1711205,6.79E-06
C1711206,4.00E-05
C1711207,5.59E-06
C1711241,8.52E-06
C1711305,1.68E-05
C1711307,1.85E-05
C1711333,5.89E-06
C1711356,5.91E-06
C1711368,7.83E-06
C1711424,5.77E-06
C1715987,5.53E-06
C1717820,5.84E-06
C1717941,7.30E-06
C1718097,0.00013405
C1718157,7.87E-06
C1718195,1.18E-05
C1718271,5.85E-06
C1718338,8.11E-06
C1718341,1.06E-05
C1718383,9.70E-06
C1718498,8.01E-06
C1718515,5.85E-06
C1718572,5.93E-06
C1718680,8.58E-06
C1718801,8.34E-06
C1718813,7.52E-06
C1718953,1.47E-05
C1719036,5.85E-06
C1719039,8.89E-05
C1719048,1.80E-05
C1719279,5.89E-06
C1719287,6.21E-06
C1719315,2.48E-05
C1719316,6.35E-06
C1719457,1.08E-05
C1719472,1.03E-05
C1719662,6.36E-06
C1719672,7.76E-05
C1719710,5.80E-06
C1720043,6.12E-06
C1720336,5.43E-05
C1720389,1.00E-05
C1720436,1.54E-05
C1720636,1.09E-05
C1720654,5.47E-06
C1720674,5.51E-06
C1720755,7.92E-06
C1720763,5.59E-06
C1720771,5.90E-06
C1720782,8.90E-06
C1720786,5.74E-06
C1720804,5.46E-06
C1720820,7.82E-06
C1720823,2.36E-05
C1720824,1.78E-05
C1720825,1.91E-05
C1720851,6.93E-06
C1720858,6.36E-06
C1720867,2.04E-05
C1720876,8.13E-06
C1720877,5.93E-06
C1720878,1.25E-05
C1720880,2.24E-05
C1720881,7.08E-06
C1720882,5.52E-06
C1720884,1.47E-05
C1720892,5.57E-06
C1720909,9.80E-06
C1720918,5.64E-06
C1720919,5.65E-06
C1720920,2.62E-05
C1720946,5.58E-06
C1720947,7.52E-06
C1720950,2.52E-05
C1720977,1.51E-05
C1720983,7.79E-06
C1720986,5.48E-06
C1720987,5.66E-06
C1720997,5.85E-06
C1720998,5.59E-06
C1721019,0.000107061
C1721020,2.19E-05
C1721038,5.69E-06
C1721044,2.51E-05
C1721048,7.34E-05
C1721049,9.68E-06
C1721058,7.84E-06
C1721063,7.62E-06
C1721084,7.80E-06
C1721092,1.02E-05
C1721094,5.71E-06
C1721101,3.00E-05
C1721188,5.56E-06
C1721300,9.88E-06
C1721377,1.02E-05
C1721586,6.28E-06
C1721595,5.69E-06
C1722217,5.69E-06
C1722250,6.50E-06
C1722260,1.57E-05
C1722267,1.03E-05
C1722427,5.99E-06
C1722685,1.27E-05
C1722910,5.51E-06
C1723018,5.65E-06
C1723257,7.33E-06
C1723260,5.65E-06
C1723263,5.70E-06
C1723285,7.38E-06
C1723401,6.36E-06
C1723699,5.62E-06
C1724021,8.11E-06
C1735364,5.65E-06
C1735865,8.11E-06
C1735886,8.23E-06
C1735901,5.48E-06
C1735914,1.03E-05
C1736173,1.11E-05
C1736669,5.97E-06
C1736924,1.02E-05
C1737238,1.18E-05
C1737263,9.67E-06
C1738239,5.77E-06
C1738334,5.42E-06
C1738367,5.61E-06
C1738934,1.25E-05
C1739045,5.75E-06
C1739068,9.70E-06
C1739094,6.36E-06
C1739095,1.18E-05
C1739368,5.75E-06
C1739389,1.18E-05
C1739395,6.50E-05
C1739685,1.55E-05
C1739768,6.18E-05
C1740506,5.56E-06
C1740548,5.93E-06
C1740793,8.56E-06
C1740819,9.67E-06
C1740843,9.38E-06
C1741214,1.30E-05
C1741388,1.02E-05
C1741805,5.44E-06
C1741830,6.56E-06
C1742788,5.47E-06
C1742789,6.33E-06
C1742831,1.05E-05
C1742862,4.94E-05
C1742865,3.18E-05
C1742872,9.55E-06
C1743154,5.61E-06
C1743167,8.99E-06
C1743596,7.89E-06
C1743775,5.70E-06
C1743908,8.26E-06
C1744214,6.32E-06
C1744278,5.90E-06
C1744314,6.37E-06
C1744318,5.94E-06
C1744349,8.65E-06
C1744513,7.67E-06
C1744526,1.84E-05
C1744558,5.67E-06
C1744561,5.84E-06
C1744565,6.85E-06
C1744587,5.82E-06
C1744592,5.86E-06
C1744619,8.44E-06
C1744664,7.84E-06
C1744676,9.48E-06
C1744702,6.38E-06
C1749317,5.43E-06
C1749467,0.000242225
C1749470,5.59E-06
C1749476,7.74E-06
C1749482,7.36E-06
C1749524,8.71E-06
C1749527,7.48E-06
C1749719,7.71E-05
C1749784,1.69E-05
C1749797,1.77E-05
C1749881,5.56E-06
C1749901,1.15E-05
C1750270,1.76E-05
C1751394,5.76E-06
C1752435,8.48E-06
C1752460,1.91E-05
C1752721,6.00E-06
C1752727,6.10E-06
C1752856,5.67E-05
C1752904,5.52E-06
C1752930,9.60E-06
C1753304,1.33E-05
C1753319,5.76E-06
C1760428,2.00E-05
C1761613,6.36E-06
C1764827,0.000722643
C1800706,9.22E-05
C1814684,8.02E-06
C1815158,5.69E-06
C1816356,5.74E-06
C1816382,5.79E-06
C1816452,5.73E-06
C1816551,8.05E-06
C1816571,2.48E-05
C1817118,9.01E-06
C1817182,9.67E-06
C1817296,5.61E-06
C1817305,6.31E-06
C1817389,1.10E-05
C1817393,1.97E-05
C1817413,5.78E-06
C1817428,9.47E-06
C1817438,5.56E-06
C1817441,7.15E-06
C1817464,5.56E-06
C1817545,1.92E-05
C1817571,6.80E-06
C1817588,1.01E-05
C1817605,1.72E-05
C1817645,1.14E-05
C1817666,3.96E-05
C1817695,5.52E-06
C1817699,5.61E-06
C1817756,0.00017798
C1817882,5.45E-06
C1817907,1.35E-05
C1817908,8.79E-05
C1817919,8.08E-06
C1817959,7.54E-06
C1817973,5.61E-06
C1817976,7.67E-06
C1817978,2.96E-05
C1817995,5.70E-06
C1817997,1.19E-05
C1818072,8.05E-06
C1818076,1.38E-05
C1818614,5.76E-06
C1818633,2.02E-05
C1818650,5.69E-06
C1818663,1.64E-05
C1818826,5.69E-06
C1818888,5.69E-06
C1819041,1.17E-05
C1819179,5.47E-06
C1819194,5.83E-06
C1819219,9.85E-06
C1819316,5.59E-06
C1819371,6.22E-06
C1819424,6.55E-06
C1819426,1.78E-05
C1819430,5.90E-05
C1819431,2.97E-05
C1819432,6.10E-05
C1819433,2.06E-05
C1819435,2.01E-05
C1819437,1.64E-05
C1819438,5.64E-06
C1819450,5.44E-06
C1819451,5.96E-06
C1819455,5.45E-06
C1819457,5.70E-06
C1819459,3.21E-05
C1819461,1.12E-05
C1819464,2.99E-05
C1819634,7.64E-06
C1819716,1.65E-05
C1819788,5.82E-06
C1819882,6.36E-06
C1819995,0.000330057
C1820078,5.83E-06
C1820119,2.35E-05
C1820158,5.76E-06
C1820197,2.48E-05
C1820201,1.96E-05
C1820216,8.55E-06
C1820255,5.45E-06
C1820289,2.48E-05
C1820291,5.87E-06
C1820407,7.90E-06
C1820735,6.36E-06
C1820738,1.26E-05
C1821123,5.64E-06
C1821141,5.61E-06
C1821244,1.56E-05
C1821272,5.51E-06
C1821293,5.68E-06
C1821417,9.44E-06
C1821461,2.08E-05
C1821718,2.07E-05
C1821761,6.44E-06
C1821770,6.36E-06
C1821938,7.41E-06
C1822297,6.53E-06
C1822478,9.37E-06
C1822492,2.31E-05
C1822619,9.94E-06
C1822629,5.93E-06
C1822656,2.48E-05
C1822683,9.26E-06
C1822684,1.15E-05
C1822690,5.71E-06
C1822723,5.53E-06
C1822758,9.61E-06
C1822759,7.88E-06
C1822780,5.63E-06
C1822792,5.55E-06
C1822794,6.27E-06
C1822796,5.56E-06
C1822802,1.74E-05
C1822935,5.71E-06
C1822951,5.62E-06
C1822952,6.79E-06
C1822955,7.78E-06
C1822990,5.51E-06
C1823007,1.81E-05
C1823081,1.02E-05
C1823093,7.93E-06
C1823113,2.48E-05
C1823118,2.48E-05
C1823127,5.67E-06
C1823139,5.71E-06
C1823140,5.69E-06
C1823170,7.56E-06
C1823174,7.65E-06
C1823178,1.57E-05
C1823184,5.50E-06
C1823219,1.09E-05
C1823291,6.74E-06
C1823292,1.08E-05
C1823301,1.32E-05
C1823304,8.83E-06
C1823309,6.40E-06
C1823375,5.62E-06
C1823381,4.54E-05
C1823405,7.76E-06
C1823437,0.000114636
C1823451,5.76E-06
C1823458,9.74E-06
C1823486,1.04E-05
C1823491,3.12E-05
C1823493,1.20E-05
C1823503,5.58E-06
C1823517,6.07E-06
C1823520,3.37E-05
C1823521,1.76E-05
C1823540,1.05E-05
C1823579,9.94E-06
C1823597,8.84E-06
C1823600,1.22E-05
C1823613,9.84E-06
C1823619,1.83E-05
C1823635,5.61E-06
C1823636,8.11E-06
C1823640,7.59E-06
C1823649,1.21E-05
C1823652,9.87E-06
C1823656,1.53E-05
C1823844,6.14E-06
C1823916,7.60E-06
C1823938,9.17E-06
C1824093,7.26E-06
C1824110,6.36E-06
C1824180,2.14E-05
C1824206,6.03E-06
C1824210,1.42E-05
C1824302,8.27E-06
C1824340,1.73E-05
C1824356,7.04E-05
C1824370,2.41E-05
C1824414,1.02E-05
C1824492,1.01E-05
C1824510,8.30E-06
C1824521,7.89E-06
C1824528,2.48E-05
C1824529,1.22E-05
C1824530,9.50E-06
C1824670,7.82E-06
C1824673,2.48E-05
C1824676,5.51E-06
C1824690,5.47E-06
C1824711,7.64E-06
C1824724,7.07E-06
C1824728,7.86E-06
C1824730,1.27E-05
C1824735,9.84E-06
C1824755,9.05E-06
C1824763,5.45E-06
C1824767,9.73E-06
C1824794,7.95E-06
C1824798,9.83E-06
C1824800,5.88E-06
C1824843,5.59E-06
C1824901,5.70E-06
C1824952,5.64E-06
C1824956,6.02E-06
C1824986,1.86E-05
C1824987,6.49E-06
C1825002,6.49E-06
C1825007,5.52E-06
C1825018,5.54E-06
C1825020,6.18E-06
C1825022,5.70E-06
C1825029,7.66E-06
C1825038,5.47E-06
C1825077,5.85E-06
C1825081,6.86E-06
C1825092,5.82E-06
C1825152,5.65E-06
C1825218,2.48E-05
C1825276,5.67E-06
C1825286,5.61E-06
C1825293,7.59E-06
C1825308,5.62E-06
C1825313,5.72E-06
C1825319,7.86E-06
C1825325,1.77E-05
C1825343,8.37E-06
C1825348,8.25E-06
C1825380,9.78E-06
C1825397,7.00E-06
C1825449,6.98E-06
C1825497,3.97E-05
C1825498,2.64E-05
C1825499,7.87E-06
C1825502,1.30E-05
C1825534,7.57E-06
C1825535,5.58E-06
C1825540,5.81E-06
C1825546,5.73E-06
C1825554,7.68E-06
C1825559,7.82E-06
C1825562,2.39E-05
C1825566,1.39E-05
C1825572,7.35E-06
C1825577,1.42E-05
C1825591,5.78E-06
C1825595,2.48E-05
C1825598,0.002020773
C1825621,7.47E-05
C1825632,1.55E-05
C1825637,7.16E-06
C1825692,2.00E-05
C1825702,5.50E-06
C1825715,5.56E-06
C1825719,7.86E-06
C1825745,5.64E-06
C1825747,5.48E-06
C1825753,5.46E-06
C1825759,9.61E-06
C1825840,8.43E-06
C1825843,2.21E-05
C1825868,2.48E-05
C1825944,5.79E-06
C1825980,7.69E-06
C1826002,7.61E-06
C1826003,5.44E-06
C1826006,5.62E-06
C1826021,6.21E-06
C1826022,5.48E-06
C1826268,1.06E-05
C1826280,2.48E-05
C1826315,5.66E-06
C1826328,5.70E-06
C1826332,5.52E-06
C1826352,5.62E-06
C1826357,1.58E-05
C1826408,5.79E-06
C1826412,8.82E-06
C1826433,1.02E-05
C1826434,9.02E-06
C1826435,7.66E-06
C1826439,1.30E-05
C1826442,1.05E-05
C1826443,9.46E-06
C1826446,4.14E-05
C1826448,6.36E-06
C1826449,6.54E-06
C1826464,6.03E-06
C1826466,9.64E-06
C1826467,5.50E-06
C1826521,5.68E-06
C1826543,9.82E-06
C1826560,2.57E-05
C1826565,5.67E-06
C1826596,5.65E-06
C1826605,7.45E-06
C1826618,5.50E-06
C1826623,1.25E-05
C1826625,5.94E-06
C1826646,2.48E-05
C1826647,2.48E-05
C1826706,6.88E-06
C1826724,1.28E-05
C1826732,6.79E-06
C1826758,1.08E-05
C1826767,5.62E-06
C1826781,1.56E-05
C1826786,6.56E-06
C1826822,7.79E-06
C1826825,1.34E-05
C1826843,8.25E-06
C1826879,7.45E-06
C1826968,7.57E-06
C1826969,5.76E-06
C1826970,1.50E-05
C1827099,7.43E-06
C1827106,4.05E-05
C1827140,1.04E-05
C1827145,5.68E-06
C1827151,8.16E-06
C1827192,5.48E-06
C1827266,6.36E-06
C1827293,1.13E-05
C1827505,5.72E-06
C1827515,1.77E-05
C1827547,5.69E-06
C1827555,5.64E-06
C1827573,5.72E-06
C1827651,8.92E-06
C1827740,6.85E-06
C1827763,9.87E-06
C1827808,9.98E-06
C1827871,5.78E-06
C1828004,1.05E-05
C1828099,1.78E-05
C1828101,5.61E-06
C1828103,6.36E-06
C1828210,6.36E-06
C1828252,1.91E-05
C1828303,5.77E-06
C1828308,5.75E-06
C1828447,7.24E-06
C1829460,6.36E-06
C1829747,5.69E-06
C1829779,5.57E-06
C1829821,5.61E-06
C1829822,3.32E-05
C1829835,5.85E-06
C1829843,5.85E-06
C1829939,7.59E-05
C1830365,9.25E-06
C1830377,1.65E-05
C1830387,5.90E-06
C1830414,5.67E-06
C1830593,5.42E-06
C1830750,5.85E-06
C1831579,7.98E-06
C1831600,1.64E-05
C1831728,5.91E-06
C1831737,3.42E-05
C1831738,2.95E-05
C1831741,5.47E-06
C1831742,2.48E-05
C1831752,2.48E-05
C1831758,5.85E-06
C1831759,2.05E-05
C1831786,2.79E-05
C1831796,5.64E-06
C1831808,4.13E-05
C1831828,7.82E-06
C1831871,2.06E-05
C1831884,7.28E-06
C1831903,1.32E-05
C1831905,1.28E-05
C1831914,2.66E-05
C1831994,1.47E-05
C1832021,8.50E-06
C1832027,5.66E-06
C1832049,9.53E-06
C1832055,1.06E-05
C1832072,1.49E-05
C1832073,0.00010042
C1832097,5.66E-06
C1832338,5.57E-06
C1832406,2.46E-05
C1832425,5.82E-06
C1832428,5.67E-06
C1832431,5.68E-06
C1832816,7.66E-06
C1832845,1.04E-05
C1833056,9.64E-06
C1833296,7.54E-06
C1833300,5.78E-06
C1833334,1.88E-05
C1833335,6.07E-06
C1833364,5.68E-06
C1833692,1.04E-05
C1833736,6.58E-06
C1833929,6.36E-06
C1834129,5.89E-06
C1834304,7.60E-06
C1834412,9.94E-06
C1834700,1.15E-05
C1834741,5.51E-06
C1834870,6.36E-06
C1835006,8.07E-06
C1835194,6.64E-06
C1835402,5.88E-06
C1835590,1.10E-05
C1835664,7.65E-06
C1835858,1.01E-05
C1835886,2.37E-05
C1835898,5.73E-06
C1836003,5.48E-06
C1836030,5.60E-06
C1836110,7.76E-06
C1836141,1.26E-05
C1836171,2.48E-05
C1836296,5.75E-06
C1836348,0.000288727
C1836407,2.79E-05
C1836408,5.57E-06
C1836438,5.51E-06
C1836458,5.67E-06
C1836551,7.42E-06
C1836598,5.82E-06
C1836775,8.37E-06
C1836785,5.89E-06
C1836805,8.17E-06
C1836923,5.50E-06
C1837066,5.59E-06
C1837098,5.90E-06
C1837204,1.85E-05
C1837256,7.69E-06
C1837337,5.85E-06
C1837385,1.19E-05
C1837475,5.61E-06
C1837496,1.05E-05
C1837514,1.65E-05
C1837655,3.69E-05
C1837808,7.41E-06
C1837848,6.36E-06
C1837895,8.07E-06
C1838578,8.45E-06
C1838681,2.81E-05
C1838994,2.20E-05
C1839140,1.12E-05
C1839238,6.36E-06
C1839321,6.99E-06
C1839364,5.44E-06
C1839436,6.36E-06
C1839603,5.54E-06
C1839944,8.15E-06
C1839976,6.36E-06
C1840374,8.22E-06
C1840635,7.62E-06
C1841996,6.35E-06
C1842028,5.76E-06
C1842152,9.52E-06
C1842176,1.16E-05
C1842211,6.45E-05
C1842259,7.28E-06
C1842325,5.67E-06
C1842354,8.00E-06
C1842763,1.42E-05
C1842774,2.48E-05
C1842820,5.99E-06
C1842832,5.53E-06
C1842981,1.86E-05
C1843156,5.90E-06
C1843213,6.36E-06
C1843244,8.20E-06
C1843256,6.36E-06
C1843272,8.54E-06
C1843274,1.63E-05
C1843376,1.16E-05
C1843476,5.76E-06
C1843573,7.58E-06
C1843643,5.52E-06
C1843865,5.68E-06
C1843919,2.48E-05
C1843920,7.98E-06
C1843921,5.68E-06
C1844383,5.45E-06
C1844502,8.30E-06
C1844596,5.72E-06
C1844662,1.03E-05
C1844666,4.52E-05
C1844704,7.45E-06
C1845050,5.57E-06
C1845208,6.24E-06
C1845270,5.75E-06
C1845370,2.48E-05
C1845609,2.32E-05
C1845668,5.68E-06
C1846058,8.11E-06
C1846336,1.49E-05
C1846348,5.85E-06
C1846422,7.91E-06
C1846546,6.36E-06
C1846620,9.58E-06
C1846661,8.25E-06
C1846721,5.58E-06
C1846821,1.10E-05
C1846860,7.56E-06
C1847352,5.52E-06
C1847392,6.36E-06
C1847397,5.78E-06
C1847414,1.28E-05
C1847498,1.02E-05
C1847540,1.90E-05
